,name,id,location,is_economy,media_type,daily_avg_vlm,rank
327,华商报,270100,陕西,0.0,0,3.50354609929078,1
506,金陵晚报,460201,江苏,0.0,0，2,3.4497991967871484,1
367,深圳特区报,310101,广东,0.0,0，3,3.3981900452488687,1
304,三秦都市报,240200,陕西,0.0,0,3.3548387096774195,1
396,中国江苏网,120002,江苏,0.0,1,3.347826086956522,1
86,新地产,60700,,,0,3.341317365269461,1
1020,长江证券,105,湖北,1.0,5,3.3221476510067114,1
979,腾讯财讯,98,广东,1.0,2,3.2857142857142856,1
530,宜兴日报,500400,江苏,0.0,0,3.230769230769231,1
938,投中网,47,北京,1.0,1,3.1235955056179776,1
296,新民周刊,231901,,,0,3.026315789473684,1
957,中宇资讯,67,山东,1.0,1,3.0062111801242235,1
81,新晚报,60201,黑龙江,0.0,0，2，3,2.993333333333333,1
729,海南特区报,104810,海南,0.0,0,2.989795918367347,1
907,华尔街见闻,22,上海,1.0,4,2.9872340425531916,1
1017,财新,102,北京,1.0,1，3,2.925,1
695,深圳新闻网,310002,广东,0.0,1，2，3,2.8181818181818183,1
936,中亿财经网,44,湖北,1.0,1,2.7222222222222223,1
409,云南网,130001,云南,0.0,1，2，3,2.598360655737705,1
935,财华网,43,HK,1.0,1,2.4819277108433737,1
982,AI财经社,89,北京,1.0,1，3,2.4814814814814814,1
801,黑龙江新闻网,410001,,,1,2.467741935483871,1
1018,慧聪,104,北京,0.0,1,2.3846153846153846,1
494,甘肃经济日报,430700,甘肃,1.0,0,2.3181818181818183,1
752,新文化报,105700,吉林,0.0,0,2.25,1
245,证券导报,190400,海南,1.0,0,2.21875,1
520,西安晚报,480201,陕西,0.0,0，2，3,2.204724409448819,1
823,每日甘肃网,430001,甘肃,0.0,1,2.198019801980198,1
1026,申银万国,111,,,5,2.1810344827586206,1
961,图表家,71,上海,0.0,1，4,2.179856115107914,1
834,长江网,450001,湖北,0.0,1,2.169491525423729,1
118,中国新闻周刊,80100,北京,0.0,0,2.1607142857142856,1
392,齐鲁晚报,330302,山东,0.0,0，2，3,2.1470588235294117,1
653,宁夏新闻网,250001,,,1，2,2.1363636363636362,1
198,东亚经贸新闻,140400,吉林,1.0,0,2.0714285714285716,1
844,大众证券网,460401,江苏,1.0,1,2.0082644628099175,1
129,海宁日报,90906,,,0，2,2.0,1
471,新金融观察,400500,,,0,2.0,1
495,陇南日报,430801,,,0，2，3,2.0,1
442,掌上长沙,160004,湖南,0.0,4,1.9916666666666667,1
701,兰州日报,102940,甘肃,0.0,0,1.946808510638298,1
964,犀牛之星,74,,,4,1.935483870967742,1
863,多彩贵州网,490101,贵州,0.0,1，2，3,1.901639344262295,1
43,大洋网,30001,广东,0.0,1，2,1.8714285714285714,1
989,国资委网站,95,北京,0.0,1,1.8653846153846154,1
79,21世纪商业评论,41196,广东,1.0,2,1.8445945945945945,1
799,新金融观察报,400501,天津,1.0,3,1.75,1
528,青岛新闻网,210001,山东,0.0,1，2，3,1.7241379310344827,1
165,昆山日报,121000,,,0,1.7236842105263157,1
139,大河报,100400,河南,0.0,0,1.7121212121212122,1
460,都市快报,390201,浙江,0.0,0，2，3,1.7088607594936709,1
924,盖世汽车网,32,上海,0.0,1,1.7058823529411764,1
1032,证券之星,118,上海,1.0,1，5,1.6923076923076923,1
366,大河网,100003,河南,0.0,1，3,1.6347826086956523,1
205,长春日报,150102,,,0，2,1.625,1
861,西安新闻网,480001,陕西,0.0,1，3,1.625,1
475,生活报,410202,黑龙江,0.0,0，2，3,1.6229508196721312,1
148,沈阳晚报,110200,辽宁,0.0,0,1.619047619047619,1
268,成都商报,220201,四川,1.0,0，1，2，3,1.608695652173913,1
665,华商网,270101,陕西,0.0,1，2，3,1.5846153846153845,1
746,金融投资网,340701,四川,1.0,1,1.5384615384615385,1
456,都市网,170401,,,1,1.5185185185185186,1
388,财汇,120206,江苏,0.0,2,1.5154639175257731,1
541,投资者报,550100,北京,1.0,0,1.5,1
1031,群益证券,117,台湾,1.0,5,1.5,1
486,海峡导报,420402,,,0，3,1.435897435897436,1
784,杭州网,390001,浙江,0.0,1，2，3，4,1.4268292682926829,1
169,宿迁日报,121400,,,0,1.4,1
507,周末报,460300,,,0,1.4,1
585,新民网,230303,上海,0.0,1,1.4,1
378,辽沈晚报,320202,辽宁,0.0,0,1.36,1
937,中华粮网,46,河南,0.0,1,1.3548387096774193,1
369,深圳晚报,310301,广东,0.0,0，3,1.3478260869565217,1
133,京报网,70001,,,1,1.3478260869565217,1
640,西海都市报,105700,青海,0.0,0,1.3387096774193548,1
71,云南信息报,40801,云南,0.0,0，1，2,1.3333333333333333,1
321,温州晚报,260201,浙江,0.0,0，2，3,1.3333333333333333,1
424,农村新报,360400,湖北,0.0,0,1.3333333333333333,1
744,财经时报,101340,北京,1.0,0,1.3333333333333333,1
40,民生网,22701,,,1,1.3333333333333333,1
395,新华报业网,120001,江苏,0.0,1,1.3333333333333333,1
972,山东神光,81,山东,1.0,4,1.3315217391304348,1
681,中国企业家杂志,291101,北京,1.0,2，3，4,1.3307692307692307,1
748,四川在线,340004,四川,0.0,1,1.3116883116883118,1
370,晶报,310401,广东,0.0,0，4,1.3095238095238095,1
460,中安在线,180003,安徽,0.0,1,1.3043478260869565,1
832,舜网,440003,,,1，2，3,1.2857142857142858,1
159,江苏经济报,120400,江苏,1.0,0,1.2692307692307692,1
715,半岛网,330602,山东,0.0,1，3，4,1.2692307692307692,1
480,中国宁波网,200001,浙江,0.0,1，2，3,1.2666666666666666,1
111,哈尔滨新闻网,60001,,,1，2，3,1.2592592592592593,1
35,民生周刊,22703,,,0,1.25,1
67,南方农村报,40401,广东,0.0,0，1，2，3,1.25,1
824,新甘肃,430002,,,4,1.25,1
904,中国玉米网,20,辽宁,0.0,1,1.25,1
1016,千龙网,72,北京,0.0,1,1.2394366197183098,1
682,中国企业家网,291102,北京,1.0,1,1.2380952380952381,1
476,南海网,190002,,,1，2，3，4,1.2363636363636363,1
362,期货日报网,100701,,,1，3,1.2352941176470589,1
822,台海网,420401,,,1,1.2333333333333334,1
423,楚天都市报,360302,湖北,0.0,0，2，3,1.2272727272727273,1
497,济南时报,440202,,,0，3,1.2264150943396226,1
59,南方新闻网,40002,,,2,1.2173913043478262,1
70,21经济网,40501,广东,1.0,1,1.2142857142857142,1
379,半岛晨报,320301,辽宁,0.0,0,1.2,1
354,河南日报农村版,100101,河南,0.0,0，2,1.2,1
365,河南一百度,100002,,,1,1.2,1
838,龙虎网,460001,江苏,0.0,1，2，3,1.1875,1
466,安徽网,180201,安徽,0.0,1，2，3,1.1851851851851851,1
735,华西都市网,340401,四川,0.0,1,1.1842105263157894,1
66,南方周末,40301,广东,0.0,0，1，2，3，4,1.1764705882352942,1
408,四川农村日报,340303,,,0，2，3,1.1666666666666667,1
199,浙江在线,90002,浙江,0.0,1，2，3,1.1666666666666667,1
530,青报网,210101,山东,0.0,1,1.1666666666666667,1
142,北晚新视觉,70202,北京,0.0,1,1.16,1
250,宁波晚报,200202,,,0，2，3,1.1578947368421053,1
987,华夏时报网,93,北京,0.0,1,1.1515151515151516,1
656,温州新闻网,260002,,,2,1.1428571428571428,1
161,江南时报,120602,江苏,0.0,0，2,1.14,1
139,长安街知事,70106,北京,0.0,2,1.1372549019607843,1
287,浦东时报,231000,上海,0.0,0,1.1363636363636365,1
272,先锋,220600,,,0,1.1304347826086956,1
29,机会宝,21502,,,2，4,1.1304347826086956,1
803,东南网,420001,福建,0.0,1，2,1.1282051282051282,1
542,汕头日报,560100,广东,0.0,0,1.125,1
624,银川晚报,106040,宁夏,0.0,0,1.125,1
977,梅州日报,700,广东,0.0,0，1，2，3,1.1111111111111112,1
484,海峡都市报,420200,福建,0.0,0,1.0869565217391304,1
329,重庆时报,270400,重庆,0.0,0,1.0833333333333333,1
525,贵州都市报,490301,贵州,0.0,0，3,1.0833333333333333,1
418,开屏新闻,130202,云南,0.0,4,1.0833333333333333,1
323,温州商报,260402,浙江,1.0,0，2，3,1.0769230769230769,1
78,南方+,41194,广东,0.0,4,1.0769230769230769,1
612,陕西传媒网,240001,,,1,1.0769230769230769,1
850,中原网,470001,河南,0.0,1，2，3,1.0769230769230769,1
355,中国企业家,291100,北京,1.0,0,1.0754716981132075,1
341,留学,280500,,,0,1.0740740740740742,1
273,浙商网,90056,浙江,0.0,2,1.0740740740740742,1
158,南京晨报,120300,江苏,0.0,0,1.0625,1
